,Trigram,Count,Frequency
118,пол,14,0.000619551267867416
119,оля,4,0.00017701464796211885
120,ляп,1,4.425366199052971e-05
121,япр,4,0.00017701464796211885
122,про,39,0.0017258928176306588
123,рох,13,0.0005752976058768863
124,охо,15,0.0006638049298579458
125,жуп,1,4.425366199052971e-05
126,упе,8,0.0003540292959242377
127,пер,49,0.002168429437535956
128,ере,56,0.002478205071469664
129,рев,15,0.0006638049298579458
130,ева,7,0.000309775633933708
131,вал,27,0.0011948488737443023
132,али,38,0.0016816391556401292
133,лиі,3,0.00013276098597158915
134,иіт,3,0.00013276098597158915
135,іта,12,0.0005310439438863566
136,там,11,0.0004867902818958269
137,амд,2,8.850732398105943e-05
138,мде,2,8.850732398105943e-05
139,деж,2,8.850732398105943e-05
140,еже,2,8.850732398105943e-05
141,жев,2,8.850732398105943e-05
142,евр,2,8.850732398105943e-05
143,врі,2,8.850732398105943e-05
144,рію,1,4.425366199052971e-05
145,іют,3,0.00013276098597158915
146,ють,38,0.0016816391556401292
147,тьк,2,8.850732398105943e-05
148,ьку,3,0.00013276098597158915
149,кур,4,0.00017701464796211885
150,ург,11,0.0004867902818958269
151,рга,2,8.850732398105943e-05
152,ган,4,0.00017701464796211885
153,ани,6,0.0002655219719431783
154,нип,1,4.425366199052971e-05
155,ипо,18,0.0007965659158295349
156,пох,11,0.0004867902818958269
157,охи,10,0.00044253661990529717
158,хил,10,0.00044253661990529717
159,иля,7,0.000309775633933708
160,ляю,6,0.0002655219719431783
161,яюс,3,0.00013276098597158915
162,юсь,15,0.0006638049298579458
163,сьн,6,0.0002655219719431783
164,ьна,25,0.001106341549763243
165,нас,24,0.0010620878877727132
166,аса,2,8.850732398105943e-05
167,сам,17,0.0007523122538390051
168,амо,26,0.0011505952117537726
169,мот,5,0.00022126830995264859
170,отн,6,0.0002655219719431783
171,тню,1,4.425366199052971e-05
172,нюп,3,0.00013276098597158915
173,юпу,2,8.850732398105943e-05
174,пус,11,0.0004867902818958269
175,уст,17,0.0007523122538390051
176,сте,17,0.0007523122538390051
177,тел,18,0.0007965659158295349
178,ель,13,0.0005752976058768863
179,льн,34,0.0015046245076780103
180,ьну,3,0.00013276098597158915
181,нус,3,0.00013276098597158915
182,уск,7,0.000309775633933708
183,ске,1,4.425366199052971e-05
184,кел,1,4.425366199052971e-05
185,елю,2,8.850732398105943e-05
186,люЯ,1,4.425366199052971e-05
187,юЯд,1,4.425366199052971e-05
188,Яди,7,0.000309775633933708
189,див,36,0.0015931318316590698
190,ивл,13,0.0005752976058768863
191,влю,12,0.0005310439438863566
192,люс,13,0.0005752976058768863
193,сьв,1,4.425366199052971e-05
194,ьвд,1,4.425366199052971e-05
195,вда,9,0.00039828295791476744
196,аль,42,0.0018586538036022482
197,ль—,1,4.425366199052971e-05
198,ь—Т,1,4.425366199052971e-05
199,—То,3,0.00013276098597158915
200,Тод,20,0.0008850732398105943
201,оді,40,0.0017701464796211887
202,дід,3,0.00013276098597158915
203,іду,5,0.00022126830995264859
204,дум,13,0.0005752976058768863
205,маз,2,8.850732398105943e-05
206,аза,26,0.0011505952117537726
207,зад,12,0.0005310439438863566
208,аду,11,0.0004867902818958269
209,умо,5,0.00022126830995264859
210,мою,3,0.00013276098597158915
211,оюя,4,0.00017701464796211885
212,юяк,6,0.0002655219719431783
213,яка,6,0.0002655219719431783
214,кам,2,8.850732398105943e-05
215,ама,12,0.0005310439438863566
216,азо,4,0.00017701464796211885
217,зон,3,0.00013276098597158915
218,оня,1,4.425366199052971e-05
219,нян,3,0.00013276098597158915
220,янк,1,4.425366199052971e-05
221,нки,12,0.0005310439438863566
222,кид,8,0.0003540292959242377
223,идж,1,4.425366199052971e-05
224,джи,1,4.425366199052971e-05
225,жиг,1,4.425366199052971e-05
226,игі,1,4.425366199052971e-05
227,гіт,4,0.00017701464796211885
228,іту,6,0.0002655219719431783
229,тую,2,8.850732398105943e-05
230,уют,5,0.00022126830995264859
231,тьн,20,0.0008850732398105943
232,нав,17,0.0007523122538390051
233,авк,10,0.00044253661990529717
234,вко,9,0.00039828295791476744
235,оло,50,0.002212683099526486
236,лом,7,0.000309775633933708
237,оме,17,0.0007523122538390051
238,мен,55,0.0024339514094791344
239,ене,58,0.0025667123954507235
240,неТ,1,4.425366199052971e-05
241,еТо,2,8.850732398105943e-05
242,дів,8,0.0003540292959242377
243,івс,6,0.0002655219719431783
244,все,11,0.0004867902818958269
245,сеп,2,8.850732398105943e-05
246,епр,11,0.0004867902818958269
247,роп,7,0.000309775633933708
248,опа,10,0.00044253661990529717
249,пад,12,0.0005310439438863566
250,ада,25,0.001106341549763243
251,дає,11,0.0004867902818958269
252,аєТ,1,4.425366199052971e-05
253,єТа,1,4.425366199052971e-05
254,Тає,1,4.425366199052971e-05
255,аєм,2,8.850732398105943e-05
256,ємн,1,4.425366199052971e-05
257,мні,8,0.0003540292959242377
258,нів,7,0.000309775633933708
259,іве,4,0.00017701464796211885
260,вер,25,0.001106341549763243
261,ерш,1,4.425366199052971e-05
262,ршн,1,4.425366199052971e-05
263,шни,2,8.850732398105943e-05
264,ник,17,0.0007523122538390051
265,ики,7,0.000309775633933708
266,кил,3,0.00013276098597158915
267,иле,2,8.850732398105943e-05
268,лет,5,0.00022126830995264859
269,етя,1,4.425366199052971e-05
270,тят,5,0.00022126830995264859
271,ять,30,0.0013276098597158916
272,тьр,2,8.850732398105943e-05
273,ьри,1,4.425366199052971e-05
274,рит,8,0.0003540292959242377
275,итм,1,4.425366199052971e-05
276,тмі,1,4.425366199052971e-05
277,міч,4,0.00017701464796211885
278,ічн,11,0.0004867902818958269
279,чно,12,0.0005310439438863566
280,ноп,11,0.0004867902818958269
281,опо,14,0.000619551267867416
282,хит,1,4.425366199052971e-05
283,иту,2,8.850732398105943e-05
284,уюч,2,8.850732398105943e-05
285,ючи,5,0.00022126830995264859
286,чис,1,4.425366199052971e-05
287,ись,12,0.0005310439438863566
288,сьд,5,0.00022126830995264859
289,ьдо,6,0.0002655219719431783
290,доо,1,4.425366199052971e-05
291,оот,2,8.850732398105943e-05
292,отр,13,0.0005752976058768863
293,тро,7,0.000309775633933708
294,рог,17,0.0007523122538390051
295,огі,4,0.00017701464796211885
296,гів,2,8.850732398105943e-05
297,іві,15,0.0006638049298579458
298,віг,3,0.00013276098597158915
299,іга,3,0.00013276098597158915
300,гас,2,8.850732398105943e-05
301,асн,8,0.0003540292959242377
302,сне,5,0.00022126830995264859
303,нед,8,0.0003540292959242377
304,еде,2,8.850732398105943e-05
305,ден,3,0.00013276098597158915
306,ень,7,0.000309775633933708
307,ньб,1,4.425366199052971e-05
308,ьбі,2,8.850732398105943e-05
309,біж,2,8.850732398105943e-05
310,іжи,1,4.425366199052971e-05
311,жит,6,0.0002655219719431783
312,тьу,9,0.00039828295791476744
313,ьум,1,4.425366199052971e-05
314,мог,5,0.00022126830995264859
315,оги,5,0.00022126830995264859
316,гил,1,4.425366199052971e-05
317,ила,12,0.0005310439438863566
318,лах,15,0.0006638049298579458
319,ахд,1,4.425366199052971e-05
320,хдо,1,4.425366199052971e-05
321,дор,14,0.000619551267867416
322,оро,72,0.0031862636633181395
323,ога,8,0.0003540292959242377
324,гаа,1,4.425366199052971e-05
325,ааз,1,4.425366199052971e-05
326,зан,5,0.00022126830995264859
327,ане,10,0.00044253661990529717
328,нею,6,0.0002655219719431783
329,ею—,1,4.425366199052971e-05
330,ю—м,1,4.425366199052971e-05
331,—мо,3,0.00013276098597158915
332,мов,20,0.0008850732398105943
333,овч,15,0.0006638049298579458
334,вча,10,0.00044253661990529717
335,чаз,8,0.0003540292959242377
336,азн,12,0.0005310439438863566
337,зни,8,0.0003540292959242377
338,ний,49,0.002168429437535956
339,ийс,16,0.0007080585918484754
340,йст,2,8.850732398105943e-05
341,теп,15,0.0006638049298579458
342,епЯ,1,4.425366199052971e-05
343,пЯо,1,4.425366199052971e-05
344,Яод,2,8.850732398105943e-05
345,одк,3,0.00013276098597158915
346,дки,6,0.0002655219719431783
347,ида,10,0.00044253661990529717
348,даю,15,0.0006638049298579458
349,аюв,6,0.0002655219719431783
350,юві,3,0.00013276098597158915
351,вії,1,4.425366199052971e-05
352,іїі,7,0.000309775633933708
353,їіз,2,8.850732398105943e-05
354,ізг,3,0.00013276098597158915
355,зга,4,0.00017701464796211885
356,гад,9,0.00039828295791476744
357,дую,2,8.850732398105943e-05
358,уюв,1,4.425366199052971e-05
359,юво,2,8.850732398105943e-05
360,воі,2,8.850732398105943e-05
361,оіс,4,0.00017701464796211885
362,іст,48,0.0021241757755454263
363,тин,20,0.0008850732398105943
364,ину,29,0.0012833561977253617
365,нум,4,0.00017701464796211885
366,моя,18,0.0007965659158295349
367,оям,12,0.0005310439438863566
368,яма,15,0.0006638049298579458
369,мат,35,0.0015488781696685401
370,ати,62,0.0027437270434128424
371,ти—,4,0.00017701464796211885
372,и—в,1,4.425366199052971e-05
373,—вт,2,8.850732398105943e-05
374,вті,3,0.00013276098597158915
375,тіл,14,0.000619551267867416
376,іле,2,8.850732398105943e-05
377,лен,16,0.0007080585918484754
378,ени,13,0.0005752976058768863
379,ийп,13,0.0005752976058768863
380,йпр,6,0.0002655219719431783
381,роо,2,8.850732398105943e-05
382,ооб,4,0.00017701464796211885
383,обр,14,0.000619551267867416
384,бра,15,0.0006638049298579458
385,раз,20,0.0008850732398105943
386,азт,1,4.425366199052971e-05
387,зті,1,4.425366199052971e-05
388,тіє,1,4.425366199052971e-05
389,ієї,2,8.850732398105943e-05
390,єїн,1,4.425366199052971e-05
391,їна,4,0.00017701464796211885
392,над,35,0.0015488781696685401
393,адз,5,0.00022126830995264859
394,дзв,8,0.0003540292959242377
395,зви,11,0.0004867902818958269
396,вич,5,0.00022126830995264859
397,ича,8,0.0003540292959242377
398,чай,5,0.00022126830995264859
399,айн,9,0.00039828295791476744
400,йно,5,0.00022126830995264859
401,оїМ,2,8.850732398105943e-05
402,їМа,2,8.850732398105943e-05
403,рії,6,0.0002655219719431783
404,іїщ,1,4.425366199052971e-05
405,їщо,1,4.425366199052971e-05
406,щос,4,0.00017701464796211885
407,ост,44,0.0019471611275833076
408,сто,48,0.0021241757755454263
409,тої,10,0.00044253661990529717
410,оїт,11,0.0004867902818958269
411,їть,9,0.00039828295791476744
412,наг,6,0.0002655219719431783
413,агр,6,0.0002655219719431783
414,аня,2,8.850732398105943e-05
415,нях,1,4.425366199052971e-05
416,яхн,1,4.425366199052971e-05
417,хне,3,0.00013276098597158915
418,нев,20,0.0008850732398105943
419,еві,9,0.00039828295791476744
420,від,35,0.0015488781696685401
421,ідо,11,0.0004867902818958269
422,дом,14,0.000619551267867416
423,оми,9,0.00039828295791476744
424,мих,2,8.850732398105943e-05
425,ихв,4,0.00017701464796211885
426,хві,1,4.425366199052971e-05
427,вік,9,0.00039828295791476744
428,ікі,5,0.00022126830995264859
429,ків,7,0.000309775633933708
430,івМ,2,8.850732398105943e-05
431,вМо,1,4.425366199052971e-05
432,Моя,1,4.425366199052971e-05
433,и—н,2,8.850732398105943e-05
434,—на,3,0.00013276098597158915
435,наї,4,0.00017701464796211885
436,аїв,5,0.00022126830995264859
437,ївн,4,0.00017701464796211885
438,вні,14,0.000619551267867416
439,ніс,14,0.000619551267867416
440,сть,24,0.0010620878877727132
441,тьт,5,0.00022126830995264859
442,ьти,3,0.00013276098597158915
443,иха,1,4.425366199052971e-05
444,хаж,1,4.425366199052971e-05
445,ажу,10,0.00044253661990529717
446,жур,7,0.000309775633933708
447,ура,2,8.850732398105943e-05
448,раі,2,8.850732398105943e-05
449,аід,1,4.425366199052971e-05
450,доб,7,0.000309775633933708
451,брі,3,0.00013276098597158915
452,ріс,5,0.00022126830995264859
453,тьб,8,0.0003540292959242377
454,ьбе,2,8.850732398105943e-05
455,езм,3,0.00013276098597158915
456,зме,2,8.850732398105943e-05
457,меж,1,4.425366199052971e-05
458,ежн,5,0.00022126830995264859
459,жна,3,0.00013276098597158915
460,наЦ,1,4.425366199052971e-05
461,аЦе,4,0.00017701464796211885
462,Цея,2,8.850732398105943e-05
463,еяд,1,4.425366199052971e-05
464,ядо,5,0.00022126830995264859
465,бре,8,0.0003540292959242377
466,реп,4,0.00017701464796211885
467,епа,5,0.00022126830995264859
468,пам,9,0.00039828295791476744
469,амя,9,0.00039828295791476744
470,мят,17,0.0007523122538390051
471,ята,12,0.0005310439438863566
472,таю,14,0.000619551267867416
473,аюІ,1,4.425366199052971e-05
474,юІм,1,4.425366199052971e-05
475,Імі,1,4.425366199052971e-05
476,мій,10,0.00044253661990529717
477,ійн,9,0.00039828295791476744
478,йне,8,0.0003540292959242377
479,нем,23,0.0010178342257821835
480,емо,18,0.0007965659158295349
481,мож,16,0.0007080585918484754
482,ожл,7,0.000309775633933708
483,жли,7,0.000309775633933708
484,лив,26,0.0011505952117537726
485,иви,27,0.0011948488737443023
486,ийб,4,0.00017701464796211885
487,йбі,2,8.850732398105943e-05
488,біл,14,0.000619551267867416
489,іль,23,0.0010178342257821835
490,льі,2,8.850732398105943e-05
491,ьім,3,0.00013276098597158915
492,імо,12,0.0005310439438863566
493,оян,1,4.425366199052971e-05
494,яне,10,0.00044253661990529717
495,нез,15,0.0006638049298579458
496,езн,7,0.000309775633933708
497,зно,22,0.0009735805637916538
498,нос,13,0.0005752976058768863
499,осн,2,8.850732398105943e-05
500,сна,4,0.00017701464796211885
501,нам,24,0.0010620878877727132
502,аму,9,0.00039828295791476744
503,мук,3,0.00013276098597158915
504,ука,13,0.0005752976058768863
505,кат,4,0.00017701464796211885
506,ате,20,0.0008850732398105943
507,епл,4,0.00017701464796211885
508,плі,2,8.850732398105943e-05
509,лію,1,4.425366199052971e-05
510,ьул,1,4.425366199052971e-05
511,ула,11,0.0004867902818958269
512,лам,15,0.0006638049298579458
513,амп,4,0.00017701464796211885
514,мпа,5,0.00022126830995264859
515,аді,6,0.0002655219719431783
516,діф,1,4.425366199052971e-05
517,іфа,5,0.00022126830995264859
518,фан,9,0.00039828295791476744
519,ана,18,0.0007965659158295349
520,нат,29,0.0012833561977253617
521,тиз,7,0.000309775633933708
522,изм,3,0.00013276098597158915
523,зму,3,0.00013276098597158915
524,муп,2,8.850732398105943e-05
525,ред,33,0.0014603708456874807
526,едц,1,4.425366199052971e-05
527,дци,1,4.425366199052971e-05
528,цим,1,4.425366199052971e-05
529,имп,3,0.00013276098597158915
530,мпр,4,0.00017701464796211885
531,пре,2,8.850732398105943e-05
532,рек,4,0.00017701464796211885
533,екр,2,8.850732398105943e-05
534,кра,12,0.0005310439438863566
535,рас,3,0.00013276098597158915
536,сни,2,8.850732398105943e-05
537,ним,23,0.0010178342257821835
538,мпе,3,0.00013276098597158915
539,печ,5,0.00022126830995264859
540,еча,6,0.0002655219719431783
541,чал,11,0.0004867902818958269
542,ьни,8,0.0003540292959242377
543,имо,9,0.00039828295791476744
544,моб,3,0.00013276098597158915
545,зом,2,8.850732398105943e-05
546,"ом
",3,0.00013276098597158915
547,"м
М",1,4.425366199052971e-05
548,"
Ма",1,4.425366199052971e-05
549,Мат,4,0.00017701464796211885
550,каж,8,0.0003540292959242377
551,аже,7,0.000309775633933708
552,жещ,3,0.00013276098597158915
553,ещо,8,0.0003540292959242377
554,щоя,4,0.00017701464796211885
555,ояї,3,0.00013276098597158915
556,яїї,3,0.00013276098597158915
557,їїм,5,0.00022126830995264859
558,їмя,3,0.00013276098597158915
559,яте,5,0.00022126830995264859
560,теж,6,0.0002655219719431783
561,жни,11,0.0004867902818958269
562,йси,10,0.00044253661990529717
563,син,14,0.000619551267867416
564,инз,5,0.00022126830995264859
565,нзо,3,0.00013276098597158915
566,зов,8,0.0003540292959242377
567,овс,9,0.00039828295791476744
568,всі,10,0.00044253661990529717
569,сім,6,0.0002655219719431783
570,імз,4,0.00017701464796211885
571,мза,6,0.0002655219719431783
572,зам,13,0.0005752976058768863
573,муч,4,0.00017701464796211885
574,учи,3,0.00013276098597158915
575,чив,13,0.0005752976058768863
576,ивс,27,0.0011948488737443023
577,себ,11,0.0004867902818958269
578,ебе,12,0.0005310439438863566
579,беТ,1,4.425366199052971e-05
580,дія,12,0.0005310439438863566
581,ябе,2,8.850732398105943e-05
582,бер,3,0.00013276098597158915
583,еру,3,0.00013276098597158915
584,руї,1,4.425366199052971e-05
585,уїї,2,8.850732398105943e-05
586,їми,5,0.00022126830995264859
587,мил,9,0.00039828295791476744
588,илу,8,0.0003540292959242377
589,луг,3,0.00013276098597158915
590,уго,4,0.00017701464796211885
591,гол,24,0.0010620878877727132
592,лов,15,0.0006638049298579458
593,ову,38,0.0016816391556401292
594,вуз,4,0.00017701464796211885
595,узн,5,0.00022126830995264859
596,зна,27,0.0011948488737443023
597,нал,16,0.0007080585918484754
598,ьот,2,8.850732398105943e-05
599,ото,9,0.00039828295791476744
600,том,26,0.0011505952117537726
601,омс,6,0.0002655219719431783
602,мср,2,8.850732398105943e-05
603,срі,2,8.850732398105943e-05
604,ріб,6,0.0002655219719431783
605,ібл,3,0.00013276098597158915
606,бля,3,0.00013276098597158915
607,ляс,4,0.00017701464796211885
608,яст,4,0.00017701464796211885
609,оїс,5,0.00022126830995264859
610,їси,2,8.850732398105943e-05
611,сив,5,0.00022126830995264859
612,вин,18,0.0007965659158295349
613,ини,13,0.0005752976058768863
614,ниі,1,4.425366199052971e-05
615,іти,5,0.00022126830995264859
616,хок,1,4.425366199052971e-05
617,окл,1,4.425366199052971e-05
618,кла,5,0.00022126830995264859
619,лад,10,0.00044253661990529717
620,дун,2,8.850732398105943e-05
621,асв,4,0.00017701464796211885
622,сво,18,0.0007965659158295349
623,вої,8,0.0003540292959242377
624,оїг,3,0.00013276098597158915
625,їгр,2,8.850732398105943e-05
626,гру,8,0.0003540292959242377
627,руд,9,0.00039828295791476744
628,уди,16,0.0007080585918484754
629,диЗ,1,4.425366199052971e-05
630,иЗа,2,8.850732398105943e-05
631,Зав,1,4.425366199052971e-05
632,аві,10,0.00044253661990529717
633,ікн,10,0.00044253661990529717
634,кно,4,0.00017701464796211885
635,ном,12,0.0005310439438863566
636,омі,8,0.0003540292959242377
637,міш,2,8.850732398105943e-05
638,ішл,6,0.0002655219719431783
639,шли,4,0.00017701464796211885
640,лир,3,0.00013276098597158915
641,иро,10,0.00044253661990529717
642,рос,15,0.0006638049298579458
643,ося,5,0.00022126830995264859
644,сян,30,0.0013276098597158916
645,яні,1,4.425366199052971e-05
646,нір,8,0.0003540292959242377
647,іра,3,0.00013276098597158915
648,анк,8,0.0003540292959242377
649,киі,7,0.000309775633933708
650,иіп,1,4.425366199052971e-05
651,іпа,4,0.00017701464796211885
652,лип,9,0.00039828295791476744
653,ипе,4,0.00017701464796211885
654,ерл,4,0.00017701464796211885
655,рла,3,0.00013276098597158915
656,мут,7,0.000309775633933708
657,утр,8,0.0003540292959242377
658,три,30,0.0013276098597158916
659,риП,1,4.425366199052971e-05
660,иПр,1,4.425366199052971e-05
661,Про,3,0.00013276098597158915
662,оди,42,0.0018586538036022482
663,дил,8,0.0003540292959242377
664,или,23,0.0010178342257821835
665,лин,15,0.0006638049298579458
666,ине,12,0.0005310439438863566
667,иві,9,0.00039828295791476744
668,ідн,9,0.00039828295791476744
669,дні,7,0.000309775633933708
670,ніВ,1,4.425366199052971e-05
671,іВд,1,4.425366199052971e-05
672,Вда,1,4.425366199052971e-05
673,алі,14,0.000619551267867416
674,ліз,5,0.00022126830995264859
675,ізт,2,8.850732398105943e-05
676,зте,1,4.425366199052971e-05
677,тем,12,0.0005310439438863566
678,емн,18,0.0007965659158295349
679,мно,16,0.0007080585918484754
680,ног,25,0.001106341549763243
681,олі,13,0.0005752976058768863
682,ліс,8,0.0003540292959242377
683,ісу,1,4.425366199052971e-05
684,суб,1,4.425366199052971e-05
685,убр,1,4.425366199052971e-05
686,рел,4,0.00017701464796211885
687,ели,9,0.00039828295791476744
688,под,11,0.0004867902818958269
689,одо,11,0.0004867902818958269
690,рож,17,0.0007523122538390051
691,ожн,20,0.0008850732398105943
692,кий,17,0.0007523122538390051
693,іля,15,0.0006638049298579458
694,яси,1,4.425366199052971e-05
695,инь,2,8.850732398105943e-05
696,ньо,9,0.00039828295791476744
697,ьої,3,0.00013276098597158915
698,їкр,2,8.850732398105943e-05
699,кри,8,0.0003540292959242377
700,рин,11,0.0004867902818958269
701,ниц,12,0.0005310439438863566
702,иці,10,0.00044253661990529717
703,цід,1,4.425366199052971e-05
704,іде,5,0.00022126830995264859
705,дер,6,0.0002655219719431783
706,еро,6,0.0002655219719431783
707,роз,64,0.0028322343673939016
708,озл,2,8.850732398105943e-05
709,зле,2,8.850732398105943e-05
710,еті,8,0.0003540292959242377
711,іли,18,0.0007965659158295349
712,лис,19,0.0008408195778200646
713,гид,1,4.425366199052971e-05
714,иде,3,0.00013276098597158915
715,озб,6,0.0002655219719431783
716,збі,1,4.425366199052971e-05
717,бій,1,4.425366199052971e-05
718,йни,2,8.850732398105943e-05
719,ийх,4,0.00017701464796211885
720,йхр,1,4.425366199052971e-05
721,хре,1,4.425366199052971e-05
722,рес,6,0.0002655219719431783
723,стз,1,4.425366199052971e-05
724,тзу,1,4.425366199052971e-05
725,зуп,4,0.00017701464796211885
726,упи,6,0.0002655219719431783
727,пин,6,0.0002655219719431783
728,иня,2,8.850732398105943e-05
729,нял,1,4.425366199052971e-05
730,яли,5,0.00022126830995264859
731,сьТ,1,4.425366199052971e-05
732,ьТо,4,0.00017701464796211885
733,То—,1,4.425366199052971e-05
734,о—м,1,4.425366199052971e-05
735,мол,4,0.00017701464796211885
736,лод,14,0.000619551267867416
737,оде,2,8.850732398105943e-05
738,дез,1,4.425366199052971e-05
739,еза,9,0.00039828295791476744
740,іря,3,0.00013276098597158915
741,"ря
",1,4.425366199052971e-05
742,"я
—",5,0.00022126830995264859
743,"
—А",5,0.00022126830995264859
744,—Ал,3,0.00013276098597158915
745,Але,32,0.0014161171836969508
746,лем,8,0.0003540292959242377
747,еми,3,0.00013276098597158915
748,мин,5,0.00022126830995264859
749,ина,54,0.0023896977474886045
750,наю,14,0.000619551267867416
751,ают,26,0.0011505952117537726
752,ьно,6,0.0002655219719431783
753,ноч,6,0.0002655219719431783
754,очі,10,0.00044253661990529717
755,чіш,1,4.425366199052971e-05
756,іше,2,8.850732398105943e-05
757,стя,1,4.425366199052971e-05
758,тьв,9,0.00039828295791476744
759,ьве,4,0.00017701464796211885
760,веч,7,0.000309775633933708
761,ечо,8,0.0003540292959242377
762,чор,19,0.0008408195778200646
763,ори,12,0.0005310439438863566
764,риб,11,0.0004867902818958269
765,ибі,4,0.00017701464796211885
766,лят,14,0.000619551267867416
767,ято,4,0.00017701464796211885
768,топ,4,0.00017701464796211885
769,оль,5,0.00022126830995264859
770,льт,1,4.425366199052971e-05
771,ьто,2,8.850732398105943e-05
772,лів,7,0.000309775633933708
773,ідх,10,0.00044253661990529717
774,дхо,12,0.0005310439438863566
775,одя,6,0.0002655219719431783
776,дят,7,0.000309775633933708
777,ьуш,1,4.425366199052971e-05
778,ушо,1,4.425366199052971e-05
779,шос,1,4.425366199052971e-05
780,осе,3,0.00013276098597158915
781,сей,1,4.425366199052971e-05
782,ейн,6,0.0002655219719431783
783,йну,2,8.850732398105943e-05
784,нуб,2,8.850732398105943e-05
785,убе,4,0.00017701464796211885
786,езв,7,0.000309775633933708
787,зві,8,0.0003540292959242377
788,віс,8,0.0003540292959242377
789,тьа,2,8.850732398105943e-05
790,ьаз,2,8.850732398105943e-05
791,ими,9,0.00039828295791476744
792,ми—,1,4.425366199052971e-05
793,и—л,1,4.425366199052971e-05
